land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,large_living_room,parking_space,front_garden,swimming_pool,distance_to_school,wall_fence,house_age,water_front,distance_to_supermarket,crime_rate_index,room_size,property_value
280 sqm,271 sqm,5,3,Yes,Yes,No,Yes,1.3km,Yes,8 Years,No,5.2 km,2.24,extra_large,240660
300 sqm,298 sqm,4,3,No,Yes,Yes,Yes,2.8km,Yes,3 Years,No,1.9 km,3.21,medium,253279
175 sqm,163 sqm,3,3,No,Yes,No,No,1.6km,Yes,13 Years,No,0.4 km,3.50,medium,138130
234 sqm,224 sqm,3,2,No,Yes,No,No,4.2km,Yes,22 Years,No,1.8 km,1.66,large,184594
201 sqm,188 sqm,3,1,Yes,Yes,No,No,0.7km,Yes,4 Years,No,5.1 km,2.93,medium,168055
349 sqm,297 sqm,5,3,Yes,Yes,Yes,Yes,0.9km,Yes,1 Years,No,2.4 km,3.04,extra_large,311806
182 sqm,157 sqm,3,4,Yes,Yes,Yes,No,6.8km,No,11 Years,No,4.3 km,5.31,large,125834
441 sqm,410 sqm,6,5,Yes,Yes,Yes,Yes,4.4km,Yes,14 Years,No,3.9 km,1.76,large,377317
307 sqm,284 sqm,4,3,No,Yes,Yes,Yes,5.4km,Yes,17 Years,No,5.1 km,0.45,extra_large,245729
349 sqm,325 sqm,6,4,Yes,Yes,Yes,Yes,5.7km,Yes,9 Years,No,0.6 km,1.52,extra_large,293504
144 sqm,125 sqm,2,1,No,Yes,Yes,No,1.8km,No,1 Years,No,5.6 km,5.20,extra_large,106515
205 sqm,181 sqm,3,2,Yes,Yes,No,Yes,6.6km,Yes,17 Years,No,5.7 km,0.31,medium,178255
196 sqm,173 sqm,4,2,Yes,Yes,Yes,Yes,5.6km,No,1 Years,No,5.2 km,0.05,large,179503
311 sqm,304 sqm,5,5,Yes,Yes,Yes,Yes,3.4km,Yes,2 Years,No,4.6 km,0.14,extra_large,274670
246 sqm,224 sqm,5,2,Yes,Yes,Yes,Yes,6.7km,Yes,12 Years,No,3.8 km,4.42,large,207832
270 sqm,246 sqm,4,4,No,Yes,Yes,Yes,2.7km,No,21 Years,No,5.7 km,5.99,extra_large,184955
207 sqm,203 sqm,4,2,Yes,Yes,No,No,0.9km,Yes,9 Years,No,6.9 km,3.35,extra_large,164986
122 sqm,104 sqm,1,2,No,No,No,No,2.5km,No,13 Years,No,1.3 km,2.90,large,84893
176 sqm,151 sqm,2,2,No,Yes,Yes,No,4.2km,Yes,8 Years,No,5.6 km,0.54,large,155583
276 sqm,247 sqm,4,3,No,Yes,Yes,Yes,3.7km,Yes,6 Years,No,1.9 km,1.78,medium,247904
186 sqm,159 sqm,2,1,Yes,Yes,No,No,5.6km,Yes,12 Years,No,1.9 km,3.11,large,145244
251 sqm,215 sqm,4,4,Yes,Yes,Yes,Yes,4.6km,Yes,15 Years,No,4.7 km,2.44,extra_large,211375
232 sqm,208 sqm,5,2,Yes,Yes,Yes,No,2.5km,Yes,17 Years,Yes,6.2 km,3.15,large,221211
341 sqm,328 sqm,5,3,Yes,Yes,Yes,Yes,0.1km,Yes,20 Years,No,3.4 km,2.59,medium,286575
236 sqm,205 sqm,4,5,No,Yes,Yes,Yes,4.5km,Yes,14 Years,No,1.8 km,2.26,large,209809
302 sqm,276 sqm,5,4,Yes,Yes,Yes,Yes,2.8km,Yes,21 Years,No,0.8 km,0.63,medium,260260
120 sqm,111 sqm,2,3,Yes,Yes,No,No,3.1km,Yes,20 Years,No,3.3 km,2.96,large,98955
201 sqm,184 sqm,4,4,No,Yes,Yes,No,1.7km,Yes,11 Years,No,0.9 km,3.27,large,174610
280 sqm,253 sqm,4,4,Yes,Yes,Yes,Yes,3.1km,Yes,18 Years,No,5.5 km,1.70,extra_large,235390
273 sqm,259 sqm,4,3,Yes,Yes,No,No,6.9km,No,15 Years,No,5.8 km,5.55,medium,161254
198 sqm,174 sqm,4,2,Yes,Yes,Yes,Yes,3.6km,No,10 Years,No,4.2 km,0.67,medium,173087
183 sqm,160 sqm,2,2,No,Yes,No,No,0.2km,No,13 Years,No,0.4 km,1.94,small,141367
293 sqm,268 sqm,5,3,Yes,Yes,Yes,Yes,3.1km,No,5 Years,No,5.6 km,2.26,large,237112
345 sqm,315 sqm,5,3,Yes,Yes,Yes,Yes,3.7km,Yes,1 Years,No,2.5 km,1.59,medium,303979
315 sqm,301 sqm,6,5,Yes,Yes,Yes,Yes,1.6km,Yes,7 Years,No,1.7 km,4.32,extra_large,260354
182 sqm,164 sqm,3,1,Yes,No,No,No,1.2km,Yes,15 Years,No,1.4 km,2.42,large,146771
221 sqm,190 sqm,3,1,Yes,Yes,No,No,5.4km,Yes,16 Years,No,3.4 km,5.61,large,155618
219 sqm,211 sqm,4,2,Yes,Yes,Yes,Yes,1.5km,Yes,10 Years,No,3.6 km,1.66,large,199131
130 sqm,130 sqm,1,1,No,No,No,No,1.5km,No,19 Years,No,0.9 km,0.17,small,94429
355 sqm,326 sqm,5,3,Yes,Yes,Yes,Yes,5.8km,Yes,3 Years,No,3.3 km,5.53,large,303346
136 sqm,132 sqm,2,2,Yes,No,No,Yes,4.7km,No,22 Years,No,4.5 km,4.62,large,92415
243 sqm,237 sqm,5,4,Yes,Yes,Yes,Yes,2.4km,Yes,18 Years,No,6.2 km,2.68,extra_large,203363
182 sqm,167 sqm,2,1,No,Yes,Yes,No,5.2km,No,8 Years,No,5.4 km,5.68,small,117077
226 sqm,216 sqm,3,3,No,Yes,No,No,3.3km,Yes,3 Years,Yes,6.7 km,4.09,medium,190490
473 sqm,458 sqm,7,5,Yes,Yes,Yes,Yes,4.7km,Yes,9 Years,No,2.8 km,3.51,extra_large,379043
795 sqm,656 sqm,8,5,Yes,Yes,Yes,No,2.2km,Yes,9 Years,No,2.7 km,0.19,large,644543
163 sqm,152 sqm,2,3,Yes,No,Yes,No,2.8km,No,4 Years,No,2.7 km,5.13,medium,114833
431 sqm,376 sqm,7,8,Yes,Yes,Yes,Yes,0.2km,Yes,5 Years,No,0.2 km,4.26,large,389842
504 sqm,465 sqm,8,8,Yes,Yes,Yes,Yes,3.7km,Yes,4 Years,No,5.1 km,5.01,large,409801
305 sqm,305 sqm,4,5,Yes,No,Yes,Yes,6.1km,Yes,4 Years,No,0.4 km,5.53,medium,244614
239 sqm,235 sqm,3,2,Yes,No,No,Yes,5.4km,Yes,18 Years,No,1.7 km,5.58,large,175611
224 sqm,222 sqm,4,4,Yes,Yes,Yes,Yes,1.3km,Yes,2 Years,No,0.6 km,3.81,large,208059
103 sqm,94 sqm,1,2,No,Yes,Yes,No,0.2km,No,6 Years,No,2.9 km,2.11,medium,102382
211 sqm,204 sqm,4,4,Yes,Yes,Yes,Yes,6.6km,Yes,16 Years,No,2.3 km,3.89,extra_large,173303
442 sqm,425 sqm,6,4,Yes,Yes,Yes,Yes,4.5km,Yes,15 Years,No,2.6 km,0.16,large,361545
240 sqm,220 sqm,3,3,No,No,No,No,3.1km,Yes,22 Years,No,2.3 km,1.79,medium,172782
387 sqm,351 sqm,6,7,Yes,Yes,Yes,Yes,4.8km,Yes,6 Years,No,5.6 km,4.49,large,311792
500 sqm,400 sqm,8,7,Yes,Yes,Yes,Yes,1.8km,Yes,12 Years,No,0.3 km,2.48,extra_large,423332
112 sqm,100 sqm,1,1,No,No,No,No,4.6km,No,7 Years,No,2.4 km,4.95,medium,56449
100 sqm,90 sqm,1,2,No,Yes,No,No,5.8km,No,13 Years,No,1.8 km,4.80,large,55934
199 sqm,179 sqm,3,2,Yes,No,No,No,1.2km,Yes,1 Years,No,3.1 km,0.90,large,167103
112 sqm,103 sqm,1,1,Yes,No,Yes,No,6.2km,No,18 Years,No,0.1 km,0.21,small,85371
206 sqm,180 sqm,3,4,Yes,Yes,Yes,No,0.4km,No,5 Years,No,4.7 km,3.83,large,167932
289 sqm,277 sqm,4,4,Yes,Yes,Yes,Yes,4.4km,No,1 Years,No,2.4 km,4.13,large,222235
290 sqm,275 sqm,4,5,No,Yes,Yes,Yes,1.9km,Yes,22 Years,No,5.4 km,0.37,large,253505
149 sqm,142 sqm,2,3,No,Yes,No,No,0.7km,No,18 Years,No,5.2 km,5.58,small,98291
200 sqm,185 sqm,3,4,No,Yes,No,Yes,0.5km,No,16 Years,No,4.5 km,1.06,large,175630
190 sqm,178 sqm,2,3,No,Yes,Yes,No,2.8km,No,22 Years,No,1.3 km,0.84,medium,138401
153 sqm,140 sqm,2,2,No,No,Yes,No,4.7km,No,13 Years,No,3.5 km,0.49,medium,115849
169 sqm,162 sqm,3,3,No,Yes,Yes,No,6.7km,No,14 Years,No,2.4 km,2.71,large,114589
368 sqm,344 sqm,6,5,Yes,Yes,No,Yes,6.2km,Yes,8 Years,No,1.3 km,0.25,large,319371
214 sqm,192 sqm,3,2,Yes,Yes,Yes,No,3.2km,Yes,22 Years,No,0.3 km,0.37,medium,187450
293 sqm,269 sqm,4,5,Yes,Yes,No,Yes,1.5km,Yes,5 Years,Yes,2.2 km,1.48,large,298551
253 sqm,230 sqm,4,3,No,Yes,Yes,Yes,2.1km,Yes,16 Years,No,4.7 km,1.10,large,224728
203 sqm,190 sqm,4,3,No,Yes,Yes,No,6.6km,Yes,4 Years,No,4.8 km,2.23,medium,160754
240 sqm,240 sqm,3,4,Yes,No,Yes,No,3.5km,No,14 Years,Yes,4.7 km,3.06,large,191761
195 sqm,194 sqm,4,5,Yes,Yes,No,Yes,4.6km,Yes,20 Years,No,0.2 km,1.88,medium,176233
147 sqm,125 sqm,2,3,No,Yes,No,Yes,2.9km,No,12 Years,No,2.6 km,3.65,large,120194
181 sqm,155 sqm,2,2,No,Yes,Yes,No,0.5km,No,16 Years,No,2.6 km,3.39,large,144047
309 sqm,299 sqm,4,5,Yes,Yes,No,Yes,6.6km,No,19 Years,No,1.1 km,3.72,medium,215654
124 sqm,119 sqm,1,1,No,No,No,No,1.8km,Yes,21 Years,No,6.3 km,4.81,medium,78707
179 sqm,158 sqm,3,3,Yes,No,Yes,No,0.7km,Yes,21 Years,No,4.8 km,4.72,large,146866
305 sqm,297 sqm,6,4,Yes,Yes,Yes,Yes,4.7km,Yes,5 Years,No,3.1 km,3.08,large,273920
324 sqm,278 sqm,6,6,Yes,Yes,Yes,Yes,5.6km,No,1 Years,No,6.3 km,0.87,extra_large,256072
147 sqm,142 sqm,1,1,No,No,No,No,0.9km,No,6 Years,No,5.1 km,2.52,small,99336
354 sqm,353 sqm,6,4,Yes,Yes,Yes,Yes,2.7km,Yes,8 Years,No,2.7 km,1.40,large,301483
219 sqm,187 sqm,3,4,Yes,Yes,No,No,5.4km,Yes,19 Years,Yes,6.9 km,2.85,large,188074
215 sqm,196 sqm,3,1,Yes,Yes,No,Yes,6.4km,No,21 Years,No,5.6 km,1.23,large,162089
214 sqm,213 sqm,3,1,No,No,No,No,3.3km,No,20 Years,No,1.8 km,1.31,medium,135486
247 sqm,231 sqm,5,2,Yes,Yes,Yes,No,1.8km,Yes,18 Years,No,5.8 km,3.78,large,199377
183 sqm,160 sqm,3,1,No,Yes,No,No,5.8km,Yes,6 Years,No,4.3 km,2.67,medium,133510
422 sqm,363 sqm,6,4,Yes,Yes,Yes,Yes,3.6km,Yes,13 Years,No,5.5 km,0.77,extra_large,343594
327 sqm,314 sqm,5,2,Yes,Yes,Yes,Yes,6.9km,Yes,1 Years,No,1.4 km,4.14,large,275940
216 sqm,207 sqm,3,3,No,Yes,Yes,No,2.7km,Yes,8 Years,No,6.7 km,4.03,large,171422
236 sqm,207 sqm,5,5,Yes,Yes,Yes,Yes,2.5km,Yes,21 Years,No,0.5 km,3.17,large,206156
197 sqm,196 sqm,4,2,No,No,Yes,Yes,1.6km,No,22 Years,No,2.6 km,4.97,extra_large,143109
222 sqm,215 sqm,3,2,Yes,No,No,No,5.3km,No,15 Years,No,5.5 km,2.59,medium,141155
215 sqm,198 sqm,3,3,Yes,No,No,Yes,5.5km,No,10 Years,No,4.7 km,5.27,medium,142975
162 sqm,158 sqm,2,3,No,No,No,No,3.5km,No,4 Years,No,0.1 km,5.52,large,98345
416 sqm,394 sqm,7,4,Yes,Yes,Yes,Yes,1.6km,Yes,18 Years,No,3.4 km,0.91,large,359742
145 sqm,125 sqm,1,1,Yes,No,No,No,4.6km,No,15 Years,No,4.5 km,0.97,large,102731
473 sqm,420 sqm,7,5,Yes,Yes,Yes,Yes,1.3km,Yes,20 Years,No,3.3 km,1.54,extra_large,371194
128 sqm,127 sqm,1,1,No,No,No,Yes,3.6km,No,12 Years,No,2.9 km,5.94,small,85841
132 sqm,114 sqm,2,3,No,Yes,Yes,No,1.9km,No,20 Years,No,1.6 km,0.01,medium,115491
177 sqm,161 sqm,3,4,No,Yes,No,Yes,4.7km,No,12 Years,No,0.8 km,5.18,medium,141499
268 sqm,234 sqm,5,2,Yes,Yes,Yes,No,6.5km,Yes,18 Years,No,6.3 km,1.65,large,216301
583 sqm,518 sqm,7,6,Yes,Yes,Yes,Yes,2.1km,Yes,20 Years,No,5.2 km,2.81,extra_large,449667
258 sqm,239 sqm,4,5,Yes,Yes,Yes,No,6.2km,Yes,3 Years,No,4.7 km,3.23,extra_large,199059
248 sqm,217 sqm,5,4,Yes,Yes,Yes,Yes,0.3km,Yes,16 Years,No,6.1 km,1.28,large,243707
432 sqm,382 sqm,6,6,Yes,Yes,Yes,Yes,5.4km,Yes,14 Years,No,0.4 km,5.48,large,345210
149 sqm,130 sqm,1,1,Yes,No,No,No,5.3km,No,8 Years,No,4.1 km,2.70,small,90455
122 sqm,104 sqm,2,1,No,Yes,No,Yes,6.1km,No,4 Years,No,3.8 km,5.25,extra_large,80785
277 sqm,256 sqm,4,5,Yes,Yes,Yes,Yes,1.9km,Yes,13 Years,No,6.7 km,1.78,large,248253
169 sqm,157 sqm,3,1,Yes,Yes,Yes,No,2.3km,No,19 Years,No,5.1 km,1.99,medium,122585
455 sqm,408 sqm,6,4,Yes,Yes,Yes,Yes,3.1km,Yes,20 Years,No,0.1 km,0.37,extra_large,375863
457 sqm,421 sqm,7,7,Yes,Yes,Yes,Yes,1.2km,Yes,14 Years,No,5.8 km,3.22,extra_large,372077
411 sqm,372 sqm,7,5,Yes,Yes,Yes,Yes,1.5km,Yes,8 Years,No,1.1 km,0.21,large,364821
202 sqm,201 sqm,4,3,Yes,Yes,Yes,Yes,6.5km,No,14 Years,No,6.3 km,0.98,extra_large,162484
235 sqm,218 sqm,4,2,Yes,Yes,Yes,Yes,4.9km,Yes,5 Years,No,2.1 km,4.15,large,210297
252 sqm,232 sqm,4,5,Yes,Yes,Yes,Yes,5.3km,Yes,13 Years,No,4.9 km,1.24,extra_large,211419
283 sqm,278 sqm,5,3,Yes,Yes,Yes,No,0.1km,Yes,19 Years,No,3.4 km,0.21,extra_large,232895
255 sqm,238 sqm,4,2,Yes,Yes,No,Yes,0.6km,Yes,16 Years,No,1.9 km,5.57,extra_large,209901
311 sqm,283 sqm,5,3,Yes,Yes,Yes,No,4.2km,Yes,12 Years,No,5.5 km,0.88,medium,247310
282 sqm,279 sqm,5,3,No,Yes,Yes,Yes,3.6km,Yes,12 Years,No,1.5 km,3.91,large,234954
424 sqm,373 sqm,7,6,Yes,Yes,Yes,Yes,6.5km,Yes,7 Years,No,3.1 km,2.99,extra_large,340988
186 sqm,163 sqm,2,2,No,Yes,No,No,3.6km,No,17 Years,No,3.5 km,4.03,medium,121043
320 sqm,316 sqm,5,2,Yes,Yes,Yes,Yes,2.3km,No,7 Years,No,2.7 km,5.50,large,234493
210 sqm,188 sqm,3,2,Yes,No,No,No,2.7km,No,21 Years,No,3.8 km,1.66,large,141446
307 sqm,263 sqm,6,6,No,Yes,Yes,Yes,0.3km,Yes,1 Years,No,5.5 km,5.17,extra_large,265825
162 sqm,148 sqm,3,4,No,Yes,No,No,6.4km,No,15 Years,No,5.6 km,2.10,medium,105012
178 sqm,158 sqm,3,1,Yes,No,No,Yes,5.4km,Yes,21 Years,Yes,0.8 km,3.65,medium,158963
196 sqm,189 sqm,3,2,Yes,Yes,No,No,5.4km,No,16 Years,No,6.8 km,1.44,medium,130314
284 sqm,275 sqm,4,3,Yes,Yes,Yes,Yes,0.3km,Yes,22 Years,No,3.2 km,3.78,extra_large,241101
264 sqm,247 sqm,4,5,Yes,Yes,Yes,Yes,4.1km,No,4 Years,No,5.1 km,3.51,large,210850
239 sqm,235 sqm,3,4,No,No,No,No,3.6km,No,2 Years,Yes,0.8 km,0.35,medium,210149
358 sqm,329 sqm,5,4,Yes,Yes,Yes,Yes,0.1km,Yes,8 Years,No,2.9 km,3.50,medium,303522
257 sqm,224 sqm,5,5,Yes,Yes,Yes,No,2.2km,Yes,11 Years,No,6.9 km,1.45,large,211964
265 sqm,252 sqm,4,4,Yes,Yes,Yes,Yes,0.8km,Yes,3 Years,No,3.5 km,0.18,extra_large,248271
239 sqm,227 sqm,4,4,No,Yes,Yes,No,4.5km,Yes,1 Years,No,5.5 km,0.09,large,204066
248 sqm,245 sqm,4,5,No,Yes,No,Yes,0.9km,Yes,15 Years,No,2.3 km,2.30,medium,213582
119 sqm,112 sqm,1,2,No,Yes,No,No,2.6km,No,9 Years,No,1.3 km,0.16,medium,99687
281 sqm,248 sqm,5,2,Yes,Yes,No,Yes,3.2km,Yes,11 Years,No,0.7 km,4.33,large,231734
281 sqm,255 sqm,4,3,Yes,Yes,Yes,No,4.4km,Yes,20 Years,No,5.1 km,1.78,medium,218658
282 sqm,276 sqm,4,5,No,Yes,Yes,Yes,0.6km,Yes,21 Years,No,0.8 km,1.23,extra_large,244701
195 sqm,167 sqm,3,3,No,No,No,No,5.4km,Yes,15 Years,No,4.2 km,1.53,large,138699
215 sqm,190 sqm,4,4,Yes,Yes,Yes,Yes,3.7km,Yes,3 Years,No,4.4 km,3.44,large,203796
253 sqm,235 sqm,4,5,Yes,Yes,Yes,Yes,5.2km,Yes,22 Years,No,0.3 km,5.78,medium,193588
357 sqm,326 sqm,5,3,Yes,Yes,Yes,Yes,3.2km,Yes,13 Years,No,5.1 km,4.39,medium,287864
144 sqm,141 sqm,1,2,No,No,No,Yes,3.2km,No,13 Years,No,3.6 km,3.88,large,111650
167 sqm,163 sqm,2,2,Yes,No,No,Yes,5.8km,No,9 Years,No,3.3 km,5.74,extra_large,110255
234 sqm,202 sqm,4,5,Yes,Yes,Yes,Yes,1.3km,Yes,9 Years,No,1.7 km,2.74,large,227386
252 sqm,235 sqm,4,3,Yes,Yes,Yes,Yes,4.8km,Yes,11 Years,No,4.5 km,3.18,medium,202430
217 sqm,206 sqm,3,1,Yes,No,No,Yes,3.2km,No,7 Years,No,0.6 km,5.85,large,154263
185 sqm,182 sqm,3,4,No,No,No,No,3.1km,No,1 Years,No,2.9 km,1.78,medium,132269
309 sqm,281 sqm,4,5,No,Yes,Yes,Yes,4.4km,Yes,12 Years,No,2.3 km,2.15,extra_large,253437
320 sqm,301 sqm,5,3,Yes,Yes,Yes,Yes,1.3km,Yes,18 Years,No,5.8 km,3.62,medium,260687
251 sqm,235 sqm,4,2,Yes,Yes,Yes,Yes,6.5km,Yes,20 Years,No,3.5 km,3.81,large,207501
245 sqm,216 sqm,4,3,Yes,Yes,Yes,Yes,0.4km,Yes,11 Years,No,4.8 km,4.16,large,234819
187 sqm,168 sqm,2,1,Yes,Yes,Yes,No,0.8km,No,1 Years,Yes,3.3 km,0.96,extra_large,179699
203 sqm,191 sqm,3,2,Yes,No,Yes,No,4.8km,No,2 Years,No,3.7 km,1.70,large,155699
229 sqm,201 sqm,4,4,Yes,Yes,No,Yes,3.9km,Yes,2 Years,No,1.2 km,2.61,medium,200777
289 sqm,249 sqm,5,4,Yes,Yes,Yes,Yes,6.7km,Yes,4 Years,No,4.9 km,1.34,medium,251614
302 sqm,272 sqm,5,5,Yes,Yes,Yes,Yes,2.2km,Yes,5 Years,No,2.4 km,5.70,extra_large,245225
177 sqm,159 sqm,2,1,No,Yes,No,No,0.6km,Yes,10 Years,No,5.4 km,5.54,large,129022
216 sqm,210 sqm,4,3,Yes,Yes,Yes,Yes,3.4km,Yes,2 Years,No,5.4 km,3.31,large,195579
320 sqm,288 sqm,5,4,Yes,Yes,Yes,Yes,2.3km,Yes,6 Years,No,4.9 km,2.75,medium,280584
352 sqm,320 sqm,5,2,Yes,Yes,Yes,Yes,0.9km,Yes,13 Years,No,0.2 km,4.38,large,301979
281 sqm,276 sqm,5,5,Yes,Yes,Yes,Yes,1.5km,Yes,5 Years,No,6.8 km,0.78,large,264539
172 sqm,165 sqm,2,1,Yes,Yes,Yes,No,4.4km,No,20 Years,No,2.9 km,2.71,medium,120204
223 sqm,193 sqm,3,3,Yes,No,No,No,3.8km,No,4 Years,No,0.1 km,2.58,large,162248
333 sqm,291 sqm,6,6,Yes,Yes,Yes,No,0.7km,Yes,1 Years,No,5.7 km,1.78,extra_large,274541
143 sqm,125 sqm,1,2,Yes,No,No,No,0.3km,No,5 Years,No,2.6 km,1.55,large,115524
423 sqm,391 sqm,6,7,Yes,Yes,Yes,Yes,4.4km,Yes,20 Years,No,1.6 km,1.78,large,350271
227 sqm,207 sqm,4,5,Yes,Yes,Yes,Yes,1.2km,No,20 Years,No,6.4 km,2.31,large,179026
191 sqm,187 sqm,3,1,Yes,No,Yes,No,2.7km,Yes,22 Years,No,5.6 km,3.67,medium,133199
282 sqm,275 sqm,5,4,Yes,Yes,Yes,Yes,0.1km,Yes,16 Years,No,3.6 km,2.34,medium,243872
202 sqm,181 sqm,4,2,Yes,Yes,No,Yes,5.1km,Yes,19 Years,No,2.1 km,4.32,large,162475
303 sqm,262 sqm,5,4,Yes,Yes,Yes,No,1.8km,Yes,16 Years,No,1.6 km,2.39,medium,242807
197 sqm,189 sqm,3,3,Yes,No,Yes,No,5.8km,Yes,9 Years,No,6.4 km,4.25,large,141902
107 sqm,96 sqm,1,2,No,Yes,No,No,4.2km,Yes,14 Years,No,5.6 km,5.26,small,71675
196 sqm,171 sqm,3,1,No,Yes,No,No,5.2km,No,12 Years,No,6.6 km,4.05,large,118981
195 sqm,186 sqm,4,4,Yes,Yes,Yes,Yes,4.4km,No,15 Years,No,0.6 km,1.58,medium,163236
172 sqm,161 sqm,3,2,Yes,No,No,No,4.9km,Yes,5 Years,No,6.7 km,0.69,medium,132877
155 sqm,144 sqm,3,4,No,Yes,No,Yes,2.1km,Yes,9 Years,No,1.7 km,5.36,large,135525
263 sqm,243 sqm,4,2,Yes,Yes,Yes,Yes,4.2km,Yes,17 Years,No,2.2 km,3.88,large,214448
208 sqm,188 sqm,4,4,Yes,Yes,No,Yes,0.6km,No,10 Years,No,6.2 km,5.69,large,155881
198 sqm,176 sqm,3,3,Yes,Yes,Yes,No,4.3km,Yes,12 Years,Yes,5.3 km,1.38,medium,187375
221 sqm,214 sqm,4,4,Yes,Yes,Yes,Yes,6.2km,Yes,21 Years,Yes,3.1 km,3.23,extra_large,200528
411 sqm,353 sqm,6,5,Yes,Yes,Yes,Yes,5.2km,Yes,18 Years,No,5.9 km,5.63,large,320074
147 sqm,128 sqm,2,3,No,No,No,Yes,1.5km,No,5 Years,No,2.5 km,5.42,medium,99550
147 sqm,147 sqm,2,2,No,No,Yes,No,6.7km,No,22 Years,No,0.7 km,3.26,large,86593
323 sqm,314 sqm,5,4,Yes,Yes,Yes,Yes,1.7km,Yes,9 Years,No,0.1 km,4.33,medium,275390
433 sqm,383 sqm,7,5,Yes,Yes,Yes,Yes,6.8km,Yes,9 Years,No,0.5 km,2.12,extra_large,354330
180 sqm,162 sqm,2,1,No,No,No,No,5.5km,No,17 Years,No,3.2 km,3.67,medium,99400
171 sqm,162 sqm,3,1,No,Yes,Yes,No,5.1km,No,9 Years,No,4.2 km,0.09,large,129818
438 sqm,412 sqm,6,6,Yes,Yes,Yes,Yes,3.7km,Yes,3 Years,No,6.4 km,4.02,large,368133
132 sqm,125 sqm,2,3,Yes,Yes,Yes,No,1.1km,No,20 Years,No,2.9 km,0.55,small,109905
160 sqm,159 sqm,3,1,Yes,No,Yes,No,2.5km,No,13 Years,Yes,4.8 km,1.83,large,135020
327 sqm,309 sqm,5,4,Yes,Yes,Yes,Yes,3.2km,Yes,13 Years,No,1.7 km,2.78,extra_large,268555
154 sqm,144 sqm,3,2,Yes,No,Yes,No,4.2km,Yes,21 Years,No,2.7 km,5.51,medium,106570
557 sqm,517 sqm,7,8,Yes,Yes,Yes,Yes,1.7km,Yes,2 Years,No,1.6 km,0.23,large,482771
166 sqm,148 sqm,3,2,Yes,Yes,No,No,3.3km,No,17 Years,No,5.2 km,3.28,large,109429
290 sqm,248 sqm,5,4,Yes,Yes,Yes,Yes,4.8km,Yes,19 Years,No,4.5 km,3.53,large,237961
123 sqm,107 sqm,1,2,No,No,No,No,4.7km,No,19 Years,No,5.6 km,3.37,large,63892
236 sqm,212 sqm,4,2,No,Yes,Yes,Yes,6.1km,Yes,4 Years,No,6.3 km,3.11,medium,191801
281 sqm,281 sqm,4,3,Yes,Yes,Yes,Yes,2.4km,No,11 Years,No,4.2 km,1.31,extra_large,215100
206 sqm,194 sqm,3,3,Yes,Yes,No,Yes,0.6km,Yes,8 Years,No,0.9 km,5.85,medium,175631
207 sqm,193 sqm,3,4,Yes,No,Yes,No,4.1km,No,15 Years,No,6.5 km,4.91,medium,124251
249 sqm,213 sqm,4,3,No,Yes,No,Yes,5.3km,Yes,11 Years,No,2.9 km,3.96,medium,187706
237 sqm,202 sqm,3,2,No,Yes,No,No,6.9km,Yes,13 Years,No,3.5 km,4.04,medium,161225
275 sqm,264 sqm,5,3,Yes,Yes,Yes,Yes,4.4km,Yes,10 Years,No,1.1 km,2.56,extra_large,232783
139 sqm,133 sqm,2,3,No,No,No,No,5.1km,Yes,14 Years,No,3.2 km,2.63,large,93824
287 sqm,256 sqm,4,4,Yes,Yes,Yes,Yes,2.7km,Yes,1 Years,No,4.5 km,2.02,extra_large,251225
233 sqm,231 sqm,3,1,No,No,No,No,0.6km,No,10 Years,No,3.7 km,0.71,medium,175605
330 sqm,297 sqm,5,3,Yes,Yes,Yes,Yes,6.7km,Yes,8 Years,No,1.4 km,3.63,extra_large,272619
318 sqm,312 sqm,5,4,Yes,Yes,Yes,Yes,6.1km,Yes,7 Years,No,0.5 km,3.26,large,259554
270 sqm,241 sqm,5,3,Yes,Yes,Yes,Yes,1.5km,Yes,7 Years,No,5.7 km,2.66,medium,232418
190 sqm,166 sqm,4,5,Yes,Yes,Yes,Yes,1.9km,Yes,20 Years,No,4.4 km,4.12,medium,177389
135 sqm,123 sqm,1,1,No,No,No,No,6.4km,Yes,11 Years,No,4.2 km,5.86,small,69522
127 sqm,117 sqm,1,1,Yes,Yes,No,Yes,3.5km,No,18 Years,No,5.5 km,2.18,small,101395
171 sqm,166 sqm,2,2,No,No,No,No,1.5km,No,10 Years,No,6.2 km,0.21,medium,119988
286 sqm,279 sqm,4,2,Yes,Yes,No,Yes,3.1km,Yes,14 Years,No,2.2 km,5.50,extra_large,222902
510 sqm,467 sqm,7,8,Yes,Yes,Yes,Yes,0.6km,Yes,15 Years,No,1.8 km,2.06,extra_large,414311
122 sqm,107 sqm,1,2,Yes,Yes,No,No,3.7km,No,14 Years,No,2.3 km,2.10,small,90744
299 sqm,275 sqm,5,4,Yes,Yes,Yes,Yes,4.9km,Yes,20 Years,No,5.3 km,4.07,large,245383
167 sqm,148 sqm,3,4,Yes,No,No,No,4.3km,Yes,3 Years,No,4.8 km,4.35,medium,113652
289 sqm,248 sqm,5,2,Yes,Yes,Yes,Yes,4.3km,No,13 Years,No,5.3 km,3.25,medium,208973
132 sqm,121 sqm,1,1,Yes,No,Yes,No,2.8km,No,9 Years,No,5.2 km,2.63,medium,96200
